Title,Authors,Publish_Date,Abstract,Article_Link,correspondence_author,keywords,correspondance_author_email
Ocular mucosal homeostasis of teleost fish provides insight into the coevolution between microbiome and mucosal immunity,"Weiguang Kong, Gaofeng Cheng, Jiafeng Cao, Jiaqian Yu, Xinyou Wang and Zhen Xu",1/13/2024,"The visual organ plays a crucial role in sensing environmental information. However, its mucosal surfaces are constantly exposed to selective pressures from aquatic or airborne pathogens and microbial communit...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01716-6,Zhen Xu,"Ocular microbiota, Evolution, Mucosal immunity, IHNV infection, Rainbow trout",zhenxu@ihb.ac.cn
Biogeographic survey of soil bacterial communities across Antarctica,"Gilda Varliero, Pedro H. Lebre, Byron Adams, Steven L. Chown, Peter Convey, Paul G. Dennis, Dandan Fan, Belinda Ferrari, Beat Frey, Ian D. Hogg, David W. Hopkins, Weidong Kong, Thulani Makhalanyane, Gwynneth Matcher, Kevin K. Newsham, Mark I. Stevens…",1/12/2024,Antarctica and its unique biodiversity are increasingly at risk from the effects of global climate change and other human influences. A significant recent element underpinning strategies for Antarctic conserva...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01719-3,Don A. Cowan,"Antarctic Conservation Biogeographic Regions (ACBRs), Antarctic soil microbiome, Biogeography, Microbial diversity, Regionalization, Soils, Bioclimatic variables",don.cowan@up.ac.za
Determination of antibiotic resistance patterns and genotypes of Escherichia coli isolated from wild birds,Nejash A. Ahmed and Timur Gulhan,1/8/2024,"Curbing the potential negative impact of antibiotic resistance, one of our era's growing global public health crises, requires regular monitoring of the resistance situations, including the reservoir of resist...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01729-1,Nejash A. Ahmed,"Antibiotic resistance, E. coli, Gull, Pigeon, RAPD-PCR",nejash.abdela2020@gmail.com
Metagenomic characterization of a novel non-ammonia-oxidizing Thaumarchaeota from hadal sediment,"Ru-Yi Zhang, Yan-Ren Wang, Ru-Long Liu, Sung-Keun Rhee, Guo-Ping Zhao and Zhe-Xue Quan",1/8/2024,"The hadal sediment, found at an ocean depth of more than 6000 m, is geographically isolated and under extremely high hydrostatic pressure, resulting in a unique ecosystem. Thaumarchaeota are ubiquitous marine ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01728-2,Zhe-Xue Quan,"Hadal sediment, Metagenome, Novel heterotrophic Thaumarchaeota, Intermediary role in the evolution",quanzx@fudan.edu.cn
In-depth metaproteomics analysis of tongue coating for gastric cancer: a multicenter diagnostic research study,"Jiahui Chen, Yingying Sun, Jie Li, Mengge Lyu, Li Yuan, Jiancheng Sun, Shangqi Chen, Can Hu, Qing Wei, Zhiyuan Xu, Tiannan Guo and Xiangdong Cheng",1/8/2024,"Our previous study revealed marked differences in tongue images between individuals with gastric cancer and those without gastric cancer. However, the biological mechanism of tongue images as a disease indicat...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01730-8,"Zhiyuan Xu,Tiannan Guo,Xiangdong Cheng","Tongue coating, Metaproteomics, Gastric cancer, Noninvasive screening","getfar@foxmail.com, guotiannan@westlake.edu.cn, chengxd@zjcc.org.cn"
Individualized microbiotas dictate the impact of dietary fiber on colitis sensitivity,"Erica Bonazzi, Alexis Bretin, Lucile Vigué, Fuhua Hao, Andrew D. Patterson, Andrew T. Gewirtz and Benoit Chassaing",1/5/2024,"The observation that the intestinal microbiota is  central in the development of IBD suggests that dietary fiber, the microbiota’s primary source of nourishment, could play a central role in these diseases. Ac...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01724-6,Benoit Chassaing,"Microbiota, Dietary fiber, Inflammation, Personalized response",benoit.chassaing@inserm.fr
Desulfovibrio vulgaris interacts with novel gut epithelial immune receptor LRRC19 and exacerbates colitis,"Runxiang Xie, Yu Gu, Mengfan Li, Lingfeng Li, Yunwei Yang, Yue Sun, Bingqian Zhou, Tianyu Liu, Sinan Wang, Wentian Liu, Rongcun Yang, Xiaomin Su, Weilong Zhong, Bangmao Wang and Hailong Cao",1/3/2024,"The overgrowth of Desulfovibrio, an inflammation promoting flagellated bacteria, has been found in ulcerative colitis (UC) patients. However, the molecular mechanism in promoting colitis remains unestablished.",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01722-8,"Xiaomin Su,Weilong Zhong,Bangmao Wang,Hailong Cao","Ulcerative colitis, Flagellin, Leucine-rich repeat C19, Typhaneoside","xiaominsu@nankai.edu.cn, zhongweilong@tmu.edu.cn, caohailong@tmu.edu.cn, mwang02@tmu.edu.cn"
Methanolobus use unspecific methyltransferases to produce methane from dimethylsulphide in Baltic Sea sediments,"S. L. Tsola, Y. Zhu, Y. Chen, I. A. Sanders, C. K. Economou, V. Brüchert and Ö. Eyice",1/3/2024,"In anoxic coastal and marine sediments, degradation of methylated compounds is the major route to the production of methane, a powerful greenhouse gas. Dimethylsulphide (DMS) is the most abundant biogenic orga...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01720-w,Ö. Eyice,"Dimethylsulphide, Methanogenesis, Metagenomics, Metatranscriptomics",o.eyice@qmul.ac.uk
Deciphering the gut microbiome of grass carp through multi-omics approach,"Ming Li, Hui Liang, Hongwei Yang, Qianwen Ding, Rui Xia, Jie Chen, Wenhao Zhou, Yalin Yang, Zhen Zhang, Yuanyuan Yao, Chao Ran and Zhigang Zhou",1/3/2024,Aquaculture plays an important role in global protein supplies and food security. The ban on antibiotics as feed additive proposes urgent need to develop alternatives. Gut microbiota plays important roles in t...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01715-7,"Chao Ran,Zhigang Zhou","Gut microbiota, Gene modules, Gene catalogue, Grass crap","ranchao@caas.cn, zhouzhigang03@caas.cn"
"Unraveling the interplay between root exudates, microbiota, and rhizosheath formation in pearl millet","Abdelrahman Alahmad, Mourad Harir, Sylvain Fochesato, Joris Tulumello, Alesia Walker, Mohamed Barakat, Papa Mamadou Sitor Ndour, Philippe Schmitt-Kopplin, Laurent Cournac, Laurent Laplaze, Thierry Heulin and Wafa Achouak",1/3/2024,"The rhizosheath, a cohesive soil layer firmly adhering to plant roots, plays a vital role in facilitating water and mineral uptake. In pearl millet, rhizosheath formation is genetically controlled and influenc...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01727-3,"Thierry Heulin,Wafa Achouak","Pearl millet, Exudates, Soil aggregation, Microbiota, Metabonomics","thierry.heulin@cea.fr, wafa.achouak@cea.fr"
A consortia of clinical E. coli strains with distinct in vitro adherent/invasive properties establish their own co-colonization niche and shape the intestinal microbiota in inflammation-susceptible mice,"Rachel M. Bleich, Chuang Li, Shan Sun, Ju-Hyun Ahn, Belgin Dogan, Cassandra J. Barlogio, Christopher A. Broberg, Adrienne R. Franks, Emily Bulik-Sullivan, Ian M. Carroll, Kenneth W. Simpson, Anthony A. Fodor and Janelle C. Arthur",12/20/2023,Inflammatory bowel disease (IBD) patients experience recurrent episodes of intestinal inflammation and often follow an unpredictable disease course. Mucosal colonization with adherent-invasive Escherichia coli (A...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01710-y,Janelle C. Arthur,"Inflammatory bowel disease, Colitis, AIEC, Adherent-invasive E. coli, Mucosal colonization, Intestinal microbiota, Interleukin-10-deficient mouse",janelle_arthur@med.unc.edu
Phylogenetic diversity of functional genes in deep-sea cold seeps: a novel perspective on metagenomics,"Danrui Wang, Jiangtao Li, Lei Su, Wenli Shen, Kai Feng, Xi Peng, Zhujun Wang, Bo Zhao, Zheng Zhang, Zhaojing Zhang, Étienne Yergeau and Ye Deng",12/15/2023,"Leakages of cold, methane-rich fluids from subsurface reservoirs to the sea floor are termed cold seeps. Recent exploration of the deep sea has shed new light on the microbial communities in cold seeps. Howeve...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01723-7,Ye Deng,"Cold seep, Phylogenetic diversity, Metagenomics, Functional genes",yedeng@rcees.ac.cn
Shotgun metagenomics reveals interkingdom association between intestinal bacteria and fungi involving competition for nutrients,"Zixuan Xie, Aleix Canalda-Baltrons, Christophe d’Enfert and Chaysavanh Manichanh",12/14/2023,"The accuracy of internal-transcribed-spacer (ITS) and shotgun metagenomics has not been robustly evaluated, and the effect of diet on the composition and function of the bacterial and fungal gut microbiome in ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01693-w,Chaysavanh Manichanh,"Mycobiome, Microbiome, Diet, Shotgun metagenomes, Comprehensive database",cmanicha@gmail.com
Gut microbiota-related metabolite alpha-linolenic acid mitigates intestinal inflammation induced by oral infection with Toxoplasma gondii,"Jing Yang, Songhao Liu, Qian Zhao, Xiaobing Li and Kangfeng Jiang",12/12/2023,"Oral infection with cysts is the main transmission route of Toxoplasma gondii (T. gondii), which leads to lethal intestinal inflammation. It has been widely recognized that T. gondii infection alters the composit...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01681-0,"Xiaobing Li,Kangfeng Jiang","Toxoplasma gondii, Intestinal inflammation, Gut microbiota, Metabolite, Alpha-linolenic acid, Fecal microbiota transplantation","xiaobingli@yeah.net, kangfengjiang@ynau.edu.cn"
Application of culturomics in fungal isolation from mangrove sediments,"Meng Li, Mubashar Raza, Shuang Song, Lingwei Hou, Zhi-Feng Zhang, Min Gao, Jun-En Huang, Fang Liu and Lei Cai",12/11/2023,"Fungi play a crucial role in ecosystems, and they have been widely considered a promising source for natural compounds that are crucial for drug discovery. Fungi have a high diversity, but about 95% of them re...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01708-6,"Fang Liu,Lei Cai","Enrichment cultivation, In situ cultivation, Mangrove sediments, Rare dark matter fungi, Novel taxa","liufang@im.ac.cn, cail@im.ac.cn"
Unveiling microbiome changes in Mediterranean octocorals during the 2022 marine heatwaves: quantifying key bacterial symbionts and potential pathogens,"Camille Prioux, Romie Tignat-Perrier, Ophélie Gervais, Tristan Estaque, Quentin Schull, Stéphanie Reynaud, Eric Béraud, Bastien Mérigot, Anaïs Beauvieux, Maria-Isabelle Marcus, Justine Richaume, Olivier Bianchimani, Adrien Cheminée, Denis Allemand and Christine Ferrier-Pagès",12/5/2023,Climate change has accelerated the occurrence and severity of heatwaves in the Mediterranean Sea and poses a significant threat to the octocoral species that form the foundation of marine animal forests (MAFs)...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01711-x,Christine Ferrier-Pagès,"Corallium rubrum, Paramuricea clavata, Marine heatwaves, Climate change, Bacterial communities, Holobiont, Endozoicomonas, Spirochaetaceae, Gene expression, 16S rRNA gene sequencing, qPCR",ferrier@centrescientifique.mc
Strategies of chemolithoautotrophs adapting to high temperature and extremely acidic conditions in a shallow hydrothermal ecosystem,"Wenchao Deng, Zihao Zhao, Yufang Li, Rongguang Cao, Mingming Chen, Kai Tang, Deli Wang, Wei Fan, Anyi Hu, Guangcheng Chen, Chen-Tung Arthur Chen and Yao Zhang",12/5/2023,"Active hydrothermal vents create extreme conditions characterized by high temperatures, low pH levels, and elevated concentrations of heavy metals and other trace elements. These conditions support unique ecos...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01712-w,"Wenchao Deng,Yao Zhang","Shallow-sea hydrothermal vent, Chemolithoautotroph, Metabolic function, Adaptation mechanism, High temperature, Low pH, Stable isotope probing","dengwenchao@tio.org.cn, yaozhang@xmu.edu.cn"
Engraftment of essential functions through multiple fecal microbiota transplants in chronic antibiotic-resistant pouchitis—a case study using metatranscriptomics,"Zhi-Luo Deng, Dietmar H. Pieper, Andreas Stallmach, Arndt Steube, Marius Vital, Michael Reck and Irene Wagner-Döbler",12/1/2023,"Ileal pouch-anal anastomosis (IPAA) is the standard of care after total proctocolectomy for ulcerative colitis (UC). Around 50% of patients will experience pouchitis, an idiopathic inflammatory condition. Anti...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01713-9,Zhi-Luo Deng,"Metatranscriptome, Fecal microbiota transplantation, Pouchitis, Engraftment, Activity alterations, Butyrate biosynthesis, Bile acid metabolism, Faecalibacterium prausnitzii",Zhiluo.Deng@helmholtz-hzi.de
Integrating compositional and functional content to describe vaginal microbiomes in health and disease,"Johanna B. Holm, Michael T. France, Pawel Gajer, Bing Ma, Rebecca M. Brotman, Michelle Shardell, Larry Forney and Jacques Ravel",11/30/2023,"A Lactobacillus-dominated vaginal microbiome provides the first line of defense against adverse genital tract health outcomes. However, there is limited understanding of the mechanisms by which the vaginal microb...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01692-x,Jacques Ravel,"Vaginal microbiome, Genital health, Metagenome, Sequencing, Bacterial vaginosis",jravel@som.umaryland.edu
Core gut microbes Cloacibacterium and Aeromonas associated with different gastropod species could be persistently transmitted across multiple generations,"Datao Lin, Jinni Hong, Benjamin Sanogo, Shuling Du, Suoyu Xiang, Jerome Ho-Lam Hui, Tao Ding, Zhongdao Wu and Xi Sun",11/29/2023,"Studies on the gut microbiota of animals have largely focused on vertebrates. The transmission modes of commensal intestinal bacteria in mammals have been well studied. However, in gastropods, the relationship...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01700-0,"Datao Lin,Tao Ding,Zhongdao Wu,Xi Sun","Gastropod, Gut microbiome, Microbiome dynamics, Vertical transmission, Horizontal transmission, Developmental stage, Biomphalaria, Intermediate host, Vector, Snail-borne diseases","lindt5@mail.sysu.edu.cn, dingt8@mail.sysu.edu.cn, wuzhd@mail.sysu.edu.cn, sunxi2@mail.sysu.edu.cn"
